epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,55.4183,1.02443,0.65865,0.96074,0.86516,0.82862,0.89,0.64155,0.93315,0.62366,0.92715,0.0017492,0.0017492,0.0017492
21,58.009,1.11554,0.68907,0.97533,0.86499,0.80857,0.88064,0.64093,0.90463,0.62506,0.92531,0.001736,0.001736,0.001736
22,60.2392,1.0749,0.69787,0.99781,0.80966,0.83173,0.88472,0.64146,0.91794,0.64461,0.93061,0.0017228,0.0017228,0.0017228
23,62.453,1.05337,0.67955,0.97154,0.85618,0.85005,0.90098,0.66521,0.86234,0.60726,0.92227,0.0017096,0.0017096,0.0017096
24,64.8552,0.99972,0.64765,0.95249,0.87936,0.84716,0.91336,0.67561,0.87193,0.60643,0.91974,0.0016964,0.0016964,0.0016964
25,67.15,0.96312,0.65368,0.9562,0.89071,0.82543,0.90681,0.67184,0.85188,0.5812,0.90973,0.0016832,0.0016832,0.0016832
26,69.3271,0.98605,0.63258,0.94033,0.87999,0.83045,0.90362,0.65731,0.87264,0.58799,0.90848,0.00167,0.00167,0.00167
27,71.6255,0.942,0.62416,0.94167,0.87415,0.84047,0.90616,0.6667,0.85335,0.57622,0.90493,0.0016568,0.0016568,0.0016568
28,73.9107,0.95045,0.61301,0.94904,0.88168,0.85643,0.91754,0.68722,0.8389,0.56229,0.90323,0.0016436,0.0016436,0.0016436
29,76.2918,0.95713,0.61544,0.94555,0.86642,0.86029,0.91043,0.68077,0.85504,0.57996,0.90502,0.0016304,0.0016304,0.0016304
30,78.9964,0.94139,0.61312,0.93383,0.86916,0.85916,0.91633,0.69241,0.80794,0.57091,0.89485,0.0016172,0.0016172,0.0016172
31,81.5218,0.93369,0.6232,0.94156,0.86108,0.86281,0.91911,0.69895,0.80961,0.59913,0.89587,0.001604,0.001604,0.001604
32,83.7799,0.90126,0.60363,0.92201,0.87845,0.8696,0.924,0.70904,0.79443,0.56127,0.89132,0.0015908,0.0015908,0.0015908
33,86.1986,0.91995,0.5962,0.92629,0.87237,0.87922,0.92738,0.70178,0.83572,0.54534,0.89356,0.0015776,0.0015776,0.0015776
34,88.3576,0.9179,0.57924,0.92718,0.90375,0.85161,0.92986,0.72096,0.75995,0.52386,0.87873,0.0015644,0.0015644,0.0015644
35,90.4694,0.91539,0.57973,0.93074,0.90244,0.86007,0.9336,0.72333,0.766,0.52362,0.87814,0.0015512,0.0015512,0.0015512
36,92.5958,0.9227,0.58395,0.92647,0.91221,0.85244,0.93284,0.71158,0.79809,0.54225,0.89078,0.001538,0.001538,0.001538
37,94.8055,0.87302,0.56536,0.9108,0.91154,0.86418,0.93409,0.73018,0.7469,0.51562,0.88157,0.0015248,0.0015248,0.0015248
38,96.9254,0.89912,0.583,0.93256,0.90683,0.86951,0.93206,0.72765,0.75705,0.51538,0.8833,0.0015116,0.0015116,0.0015116
39,98.995,0.85031,0.56777,0.91214,0.90934,0.85779,0.9341,0.73193,0.7635,0.51258,0.88402,0.0014984,0.0014984,0.0014984
40,101.153,0.90523,0.5613,0.92759,0.89108,0.88004,0.93658,0.73614,0.753,0.50922,0.88262,0.0014852,0.0014852,0.0014852
41,103.284,0.90649,0.56868,0.92415,0.89869,0.88286,0.93959,0.72461,0.77398,0.51776,0.88731,0.001472,0.001472,0.001472
42,105.368,0.85994,0.56029,0.91901,0.88811,0.89608,0.94018,0.72165,0.76109,0.5207,0.88333,0.0014588,0.0014588,0.0014588
43,107.432,0.87832,0.57479,0.93122,0.88997,0.88241,0.93713,0.72038,0.76045,0.51577,0.8823,0.0014456,0.0014456,0.0014456
44,109.537,0.89673,0.565,0.92109,0.90523,0.87876,0.93867,0.7333,0.76202,0.50988,0.87932,0.0014324,0.0014324,0.0014324
45,111.603,0.83717,0.5573,0.91701,0.90611,0.87694,0.93816,0.74115,0.72521,0.49881,0.86972,0.0014192,0.0014192,0.0014192
46,113.708,0.85245,0.55971,0.90138,0.90687,0.87431,0.93855,0.74567,0.71893,0.49432,0.86601,0.001406,0.001406,0.001406
47,115.867,0.84708,0.55173,0.91156,0.91489,0.87375,0.94132,0.75052,0.72088,0.49802,0.86498,0.0013928,0.0013928,0.0013928
48,117.951,0.86307,0.55441,0.91863,0.8987,0.88151,0.94083,0.74421,0.72789,0.50858,0.86739,0.0013796,0.0013796,0.0013796
49,120.101,0.86813,0.55176,0.90659,0.90163,0.88013,0.93891,0.75629,0.69548,0.49023,0.86178,0.0013664,0.0013664,0.0013664
50,122.212,0.84917,0.54418,0.90952,0.90248,0.8783,0.94194,0.7363,0.7903,0.52058,0.87716,0.0013532,0.0013532,0.0013532
51,124.33,0.88974,0.55441,0.90997,0.90851,0.87811,0.94139,0.73847,0.78847,0.52082,0.87795,0.00134,0.00134,0.00134
52,126.408,0.88463,0.55851,0.91245,0.89787,0.88151,0.93974,0.75696,0.69526,0.48966,0.86063,0.0013268,0.0013268,0.0013268
53,128.502,0.84697,0.54898,0.91086,0.90517,0.87238,0.94193,0.75599,0.69795,0.48746,0.86162,0.0013136,0.0013136,0.0013136
54,130.587,0.81697,0.52292,0.88699,0.90039,0.88165,0.94414,0.75531,0.69543,0.48002,0.86168,0.0013004,0.0013004,0.0013004
55,132.74,0.81192,0.52364,0.90906,0.91309,0.87056,0.94136,0.76276,0.68458,0.47332,0.86112,0.0012872,0.0012872,0.0012872
56,134.892,0.81707,0.52938,0.90173,0.93985,0.84751,0.94257,0.7542,0.71309,0.47808,0.86585,0.001274,0.001274,0.001274
57,137.286,0.80542,0.5223,0.89453,0.92588,0.87375,0.94444,0.76866,0.66234,0.45868,0.85597,0.0012608,0.0012608,0.0012608
58,139.647,0.80902,0.51657,0.88935,0.91995,0.87603,0.94549,0.76694,0.67102,0.46276,0.85766,0.0012476,0.0012476,0.0012476
59,141.992,0.81622,0.52012,0.89155,0.92602,0.87283,0.94612,0.76277,0.68263,0.46784,0.85983,0.0012344,0.0012344,0.0012344
60,144.199,0.7974,0.51766,0.89481,0.91292,0.88397,0.94541,0.76392,0.68345,0.46535,0.86069,0.0012212,0.0012212,0.0012212
61,146.282,0.79507,0.50984,0.89273,0.91858,0.87419,0.94773,0.74842,0.73305,0.47667,0.87075,0.001208,0.001208,0.001208
62,148.351,0.77638,0.5166,0.88461,0.92842,0.86908,0.94909,0.76018,0.69535,0.46837,0.86215,0.0011948,0.0011948,0.0011948
63,150.543,0.80418,0.53087,0.89417,0.91352,0.87626,0.94841,0.77367,0.65749,0.46855,0.85274,0.0011816,0.0011816,0.0011816
64,152.769,0.80948,0.53206,0.89729,0.92225,0.87511,0.94848,0.75692,0.71437,0.47487,0.8615,0.0011684,0.0011684,0.0011684
65,154.956,0.7889,0.53632,0.89867,0.89788,0.8897,0.94853,0.77417,0.65168,0.4646,0.851,0.0011552,0.0011552,0.0011552
66,157.096,0.75392,0.50043,0.88858,0.90505,0.88195,0.94937,0.77574,0.65507,0.46076,0.85223,0.001142,0.001142,0.001142
67,159.232,0.73831,0.5112,0.8946,0.91729,0.8783,0.94997,0.77529,0.66594,0.46339,0.85466,0.0011288,0.0011288,0.0011288
68,161.297,0.77579,0.50202,0.88477,0.90614,0.89836,0.94972,0.77433,0.65999,0.45655,0.85365,0.0011156,0.0011156,0.0011156
69,163.381,0.76535,0.50517,0.88594,0.91825,0.89061,0.95173,0.78163,0.63782,0.44615,0.84985,0.0011024,0.0011024,0.0011024
70,165.489,0.80283,0.51529,0.90017,0.90462,0.89198,0.94675,0.77662,0.65936,0.44701,0.85327,0.0010892,0.0010892,0.0010892
71,167.549,0.75122,0.50026,0.88969,0.92976,0.86273,0.94595,0.76607,0.68377,0.45809,0.85667,0.001076,0.001076,0.001076
72,169.695,0.79117,0.50291,0.88734,0.90987,0.88342,0.94642,0.76752,0.67454,0.45798,0.85487,0.0010628,0.0010628,0.0010628
73,171.834,0.75058,0.49249,0.87522,0.91106,0.88651,0.94953,0.78292,0.6378,0.44509,0.84851,0.0010496,0.0010496,0.0010496
74,173.926,0.75243,0.49606,0.88605,0.91628,0.88793,0.95112,0.78214,0.6371,0.44542,0.84833,0.0010364,0.0010364,0.0010364
75,175.963,0.77747,0.50194,0.88605,0.91503,0.88838,0.95232,0.77914,0.66135,0.44971,0.85165,0.0010232,0.0010232,0.0010232
76,178.068,0.75055,0.49464,0.8853,0.9178,0.90018,0.9525,0.78845,0.62528,0.43949,0.84738,0.00101,0.00101,0.00101
77,180.396,0.76109,0.49629,0.87822,0.92457,0.89471,0.95293,0.78331,0.63877,0.44516,0.8497,0.0009968,0.0009968,0.0009968
78,182.515,0.78884,0.50667,0.87687,0.91506,0.9035,0.9532,0.78044,0.64762,0.44712,0.84936,0.0009836,0.0009836,0.0009836
79,184.611,0.75946,0.48988,0.88326,0.92516,0.89107,0.95102,0.78569,0.63142,0.44001,0.84607,0.0009704,0.0009704,0.0009704
80,186.721,0.72714,0.48443,0.88278,0.92525,0.89707,0.95298,0.78553,0.6323,0.43985,0.84706,0.0009572,0.0009572,0.0009572
81,188.857,0.71533,0.47381,0.87586,0.91401,0.91076,0.9556,0.79337,0.61073,0.43007,0.84144,0.000944,0.000944,0.000944
82,191.124,0.72574,0.48244,0.87764,0.92905,0.89528,0.95568,0.79961,0.6009,0.43303,0.83999,0.0009308,0.0009308,0.0009308
83,193.284,0.71972,0.4751,0.86987,0.92172,0.89881,0.95636,0.80259,0.60257,0.4367,0.84026,0.0009176,0.0009176,0.0009176
84,195.483,0.7273,0.4834,0.86686,0.92176,0.88065,0.95558,0.79022,0.61792,0.43996,0.84173,0.0009044,0.0009044,0.0009044
85,197.552,0.70377,0.48005,0.87193,0.92339,0.89608,0.95714,0.79869,0.59983,0.42737,0.83838,0.0008912,0.0008912,0.0008912
86,199.634,0.73651,0.48054,0.87496,0.92438,0.8979,0.9576,0.80154,0.59846,0.42348,0.83928,0.000878,0.000878,0.000878
87,201.666,0.68202,0.45954,0.86267,0.92927,0.89654,0.95697,0.79672,0.61064,0.42565,0.84041,0.0008648,0.0008648,0.0008648
88,203.708,0.72849,0.4818,0.87986,0.91655,0.90605,0.9575,0.80065,0.59822,0.42354,0.83787,0.0008516,0.0008516,0.0008516
89,205.773,0.71214,0.47311,0.87279,0.90651,0.9093,0.95658,0.79899,0.6011,0.42594,0.83794,0.0008384,0.0008384,0.0008384
90,207.84,0.70097,0.46971,0.86844,0.91035,0.91067,0.95843,0.80502,0.58847,0.42231,0.83477,0.0008252,0.0008252,0.0008252
91,209.94,0.69409,0.46188,0.87181,0.91338,0.90835,0.95838,0.80671,0.58757,0.41984,0.8341,0.000812,0.000812,0.000812
92,212.047,0.69668,0.46101,0.86058,0.91459,0.90656,0.959,0.80232,0.5995,0.41646,0.83942,0.0007988,0.0007988,0.0007988
93,214.074,0.69403,0.46229,0.87298,0.90146,0.91727,0.95835,0.80183,0.60242,0.4183,0.84078,0.0007856,0.0007856,0.0007856
94,216.124,0.74435,0.46991,0.86641,0.90138,0.91796,0.959,0.81023,0.58521,0.41271,0.83601,0.0007724,0.0007724,0.0007724
95,218.237,0.69325,0.46627,0.87493,0.91323,0.90702,0.95854,0.80382,0.59988,0.42145,0.83666,0.0007592,0.0007592,0.0007592
96,220.356,0.71614,0.47063,0.86744,0.91013,0.91021,0.9588,0.80346,0.60102,0.42198,0.8358,0.000746,0.000746,0.000746
97,222.483,0.66927,0.44825,0.86114,0.9271,0.90018,0.96038,0.81369,0.56432,0.40292,0.82992,0.0007328,0.0007328,0.0007328
98,224.587,0.66768,0.44738,0.86196,0.9171,0.9093,0.96057,0.81125,0.56928,0.4033,0.83012,0.0007196,0.0007196,0.0007196
99,226.645,0.68883,0.43643,0.85434,0.91817,0.91386,0.96047,0.8111,0.57688,0.40463,0.83149,0.0007064,0.0007064,0.0007064
100,228.706,0.66622,0.44059,0.85529,0.92631,0.90428,0.96122,0.81839,0.55883,0.39675,0.82893,0.0006932,0.0006932,0.0006932
101,230.817,0.67919,0.45516,0.86006,0.93094,0.90428,0.96204,0.81853,0.55871,0.39607,0.82865,0.00068,0.00068,0.00068
102,232.9,0.6798,0.44871,0.8669,0.92232,0.91455,0.96171,0.81483,0.56452,0.39848,0.83011,0.0006668,0.0006668,0.0006668
103,234.988,0.68307,0.44679,0.86521,0.929,0.90337,0.96073,0.81932,0.55142,0.39641,0.82984,0.0006536,0.0006536,0.0006536
104,237.075,0.68209,0.44255,0.86048,0.93114,0.90201,0.96029,0.82048,0.55199,0.39512,0.82876,0.0006404,0.0006404,0.0006404
105,239.248,0.66301,0.43654,0.85368,0.92408,0.90983,0.96275,0.82356,0.54772,0.38788,0.82632,0.0006272,0.0006272,0.0006272
106,241.408,0.66393,0.44469,0.85594,0.91842,0.91851,0.96349,0.82491,0.54687,0.38936,0.82569,0.000614,0.000614,0.000614
107,243.518,0.67478,0.44622,0.85708,0.92113,0.91555,0.96399,0.82493,0.55001,0.38859,0.82548,0.0006008,0.0006008,0.0006008
108,245.637,0.66871,0.43882,0.85961,0.91868,0.91134,0.96259,0.82279,0.54719,0.39132,0.82534,0.0005876,0.0005876,0.0005876
109,247.846,0.66315,0.44288,0.86346,0.91552,0.91887,0.96191,0.82314,0.54232,0.38988,0.82494,0.0005744,0.0005744,0.0005744
110,250.027,0.66638,0.43633,0.86452,0.91143,0.92343,0.96143,0.82388,0.5406,0.38848,0.82499,0.0005612,0.0005612,0.0005612
111,252.137,0.65409,0.43756,0.85815,0.92733,0.91705,0.96388,0.82215,0.54608,0.38546,0.8253,0.000548,0.000548,0.000548
112,254.215,0.6532,0.439,0.85168,0.92991,0.91307,0.96386,0.82442,0.54055,0.38266,0.82512,0.0005348,0.0005348,0.0005348
113,256.276,0.67976,0.439,0.85925,0.92113,0.91564,0.96309,0.82343,0.5381,0.38206,0.82488,0.0005216,0.0005216,0.0005216
114,258.411,0.65966,0.43314,0.84988,0.91927,0.91477,0.96275,0.8225,0.54127,0.3822,0.82534,0.0005084,0.0005084,0.0005084
115,260.564,0.66453,0.4329,0.85955,0.92645,0.91112,0.96207,0.82661,0.53353,0.38053,0.824,0.0004952,0.0004952,0.0004952
116,262.677,0.65109,0.43064,0.86898,0.92724,0.91191,0.96234,0.82553,0.53862,0.38131,0.82447,0.000482,0.000482,0.000482
117,264.727,0.64062,0.43205,0.85164,0.9278,0.91568,0.96386,0.82723,0.53609,0.37892,0.8226,0.0004688,0.0004688,0.0004688
118,266.838,0.64723,0.42385,0.8552,0.92131,0.91978,0.96375,0.83218,0.52674,0.37539,0.82072,0.0004556,0.0004556,0.0004556
119,268.934,0.62827,0.42725,0.85524,0.92074,0.92132,0.96479,0.82725,0.53376,0.37911,0.82171,0.0004424,0.0004424,0.0004424
120,270.999,0.66527,0.42908,0.86672,0.92313,0.92024,0.96566,0.82586,0.53436,0.37755,0.82208,0.0004292,0.0004292,0.0004292
121,273.125,0.63811,0.42835,0.85044,0.93332,0.91659,0.96476,0.82928,0.52562,0.37847,0.82125,0.000416,0.000416,0.000416
122,275.211,0.62601,0.41967,0.84812,0.93328,0.91294,0.96536,0.82649,0.53109,0.38237,0.82241,0.0004028,0.0004028,0.0004028
123,277.344,0.64041,0.4239,0.84373,0.93285,0.9134,0.96622,0.82683,0.53121,0.38301,0.82196,0.0003896,0.0003896,0.0003896
124,279.763,0.60781,0.4204,0.84844,0.92917,0.91477,0.96532,0.83348,0.52167,0.37583,0.81916,0.0003764,0.0003764,0.0003764
125,282.04,0.63508,0.42871,0.84886,0.92628,0.91249,0.96446,0.83408,0.52496,0.37486,0.81941,0.0003632,0.0003632,0.0003632
126,287.669,0.62223,0.42547,0.84802,0.91853,0.91933,0.96412,0.83383,0.52857,0.3743,0.81965,0.00035,0.00035,0.00035
127,290.365,0.63241,0.41563,0.84382,0.93379,0.91249,0.96467,0.83761,0.51499,0.3677,0.81851,0.0003368,0.0003368,0.0003368
128,293.053,0.60492,0.40788,0.85119,0.93098,0.91431,0.966,0.83798,0.51205,0.36557,0.81785,0.0003236,0.0003236,0.0003236
129,295.815,0.6167,0.41255,0.8434,0.93278,0.91386,0.96521,0.83658,0.51018,0.3646,0.81708,0.0003104,0.0003104,0.0003104
130,298.561,0.63201,0.42658,0.8529,0.93083,0.9175,0.96636,0.83856,0.50839,0.36499,0.81693,0.0002972,0.0002972,0.0002972
131,301.265,0.62395,0.41264,0.84405,0.92692,0.91925,0.96783,0.83972,0.50689,0.36599,0.81631,0.000284,0.000284,0.000284
132,303.92,0.59726,0.40263,0.84436,0.9275,0.92132,0.96627,0.8418,0.5027,0.36379,0.81643,0.0002708,0.0002708,0.0002708
133,306.586,0.60229,0.40937,0.84757,0.92899,0.92206,0.96663,0.84369,0.50166,0.36245,0.8157,0.0002576,0.0002576,0.0002576
134,309.16,0.6086,0.40876,0.84237,0.92752,0.92153,0.96547,0.84405,0.49866,0.36005,0.81482,0.0002444,0.0002444,0.0002444
135,311.729,0.6104,0.40812,0.84523,0.9324,0.92414,0.96595,0.84418,0.49702,0.35677,0.81368,0.0002312,0.0002312,0.0002312
136,314.266,0.6176,0.41271,0.85273,0.93277,0.92388,0.96697,0.84363,0.49732,0.35718,0.81352,0.000218,0.000218,0.000218
137,316.751,0.61092,0.40734,0.85385,0.93073,0.92844,0.96731,0.84604,0.48916,0.35457,0.81291,0.0002048,0.0002048,0.0002048
138,319.252,0.62431,0.40988,0.86328,0.93178,0.92765,0.96737,0.84643,0.48567,0.35362,0.8129,0.0001916,0.0001916,0.0001916
139,321.794,0.59834,0.40056,0.84548,0.93443,0.92233,0.96784,0.84786,0.48525,0.35303,0.81287,0.0001784,0.0001784,0.0001784
140,324.43,0.60095,0.40361,0.84385,0.93005,0.92024,0.96841,0.84811,0.4861,0.35309,0.8127,0.0001652,0.0001652,0.0001652
141,361.299,0.60231,0.42388,0.84248,0.93697,0.91386,0.96761,0.84716,0.48715,0.35392,0.8126,0.000152,0.000152,0.000152
142,363.452,0.5945,0.41539,0.83249,0.93097,0.9175,0.96749,0.84579,0.49104,0.35556,0.81304,0.0001388,0.0001388,0.0001388
143,365.545,0.59922,0.40777,0.83777,0.92314,0.92512,0.96813,0.84461,0.50215,0.35948,0.81433,0.0001256,0.0001256,0.0001256
144,367.599,0.5697,0.39777,0.83277,0.92802,0.92261,0.96824,0.84236,0.50581,0.36212,0.81467,0.0001124,0.0001124,0.0001124
145,369.648,0.57361,0.39556,0.83268,0.92648,0.92479,0.96725,0.84155,0.50712,0.36177,0.81422,9.92e-05,9.92e-05,9.92e-05
146,371.7,0.57743,0.38627,0.83249,0.92603,0.92388,0.96686,0.84284,0.50572,0.36132,0.81394,8.6e-05,8.6e-05,8.6e-05
147,373.854,0.56938,0.39155,0.82536,0.92599,0.92297,0.96617,0.84242,0.50435,0.35948,0.81358,7.28e-05,7.28e-05,7.28e-05
148,375.948,0.56353,0.38312,0.82944,0.93345,0.91613,0.9672,0.84256,0.50047,0.35707,0.81291,5.96e-05,5.96e-05,5.96e-05
149,377.983,0.54912,0.38146,0.83438,0.93515,0.91386,0.96673,0.84377,0.49891,0.35602,0.81262,4.64e-05,4.64e-05,4.64e-05
150,380.021,0.57223,0.38576,0.82481,0.93686,0.91292,0.96679,0.84388,0.4981,0.3555,0.81236,3.32e-05,3.32e-05,3.32e-05
